原文	訂正	個別評価	評価
金を何か有利な物に費やす方がいいと思います。	金を何か有利な物に費やす方がいいと思います。	"4,4,3"	3.6666666666666665
マリア：すみません。	マリア：すみません。	"4,4,4"	4.0
そして、日本のメデイアは船長の裏には中国政府の仕業かもしれないとも書いています。	そして、日本のメデイアは船長の裏に中国政府の仕業かもしれないとも書いています。	"2,4,3"	3.0
頑張れ！	頑張る！	"2,4,4"	3.3333333333333335
まだ小学生の時、毎日自分で手習いをして、一つ変な格好の字を見ったら、ぜひ一度も書いてしまいました。	まだ小学生の時、毎日自分で手習いをして、一つ変な格好の字を見たら、ぜひ一度も書いてしまいました。	"2,3,2"	2.3333333333333335
今まで、スロバキアにいて、インターネットはちょっと困ったので、七月の半期はLang-8にエントリーを書くことができませんでした。	今まで、スロバキアにいて、インターネットはちょっと困ったので、七月のロッキーはLang-8にエントリーを書くことができませんでした。	"1,1,1"	1.0
日本の女性はほとんどの人がメークするらしいと聞いたんだけど、その程度の話まで想像出来ないです。	日本の女性はほとんどの人がメークするらしいと聞いたんだけど、その程度の話まで想像出来ないです。	"4,4,2"	3.3333333333333335
故郷は内モンゴルの片田舎から、農民の素朴な品性を帯っていて、金とか、名利とかにあっさりしています。	故郷は内モンゴルのもたれから、農民の素朴な製品を帯ていて、金とか、営利とかにあっさりしています。	"1,1,1"	1.0
船と飛行機のほうが危ないですから。	船と飛行機のほうが危ないからです。	"1,4,4"	3.0
主賓とご両親はスピーチをして、司会者はお客さんを楽しませて、コンクールを行いました。	主賓とご両親はスピーチをして、司会者はお客さんを楽しませて、コンクールを行いました。	"4,4,2"	3.3333333333333335
こんばんわ	こんばんわ	"2,3,3"	2.6666666666666665
今、　しゅくだいはとてもやすいです。	今、　しゅくだいはとてもやすいです。	"1,4,1"	2.0
だから､恋人より､親友になるはもっといいです。	だから､恋人より､親友になるのがもっといいです。	"4,4,3"	3.6666666666666665
姉：「うるさい！	姉：「うるさい！	"4,3,3"	3.3333333333333335
私は小米さんとよく似ています。	私は小米さんとよく似ています。	"4,4,4"	4.0
それに、リズムも合わないし、皆は大声で笑いました。	それに、リズムにも合わないし、皆は大声で笑いました。	"4,4,3"	3.6666666666666665
例文はそうです。	例文です。	"1,2,1"	1.3333333333333333
しかし、夢のために何かをやってみることは　できます。	しかし、夢のために何かをやってみることは　できます。	"2,4,2"	2.6666666666666665
僕は大部分は優しいガイです。	僕は大部分は優しい男です。	"4,4,4"	4.0
ドアに張り紙があって、張り紙には日本語が書いてあった。	ドアにびしょびしょがあって、張り紙に日本語が書いてあった。	"1,1,1"	1.0
彼女は四人家族です。	彼女は四人家族です。	"4,4,4"	4.0
トイレに行く回数まで減ってしまいました。	トイレに行く回数までに減ってしまいました。	"1,2,2"	1.6666666666666667
はじめまして	はじめまして	"3,3,3"	3.0
『庭に出る』と『庭を出る』と『庭から出る』はなにが違うのか？	『庭に出る』と『庭を出る』と『庭から出る』はなにが違うのか？	"4,4,3"	3.6666666666666665
えっと、彼の名は「Racecar」。	えっと、彼の名前は「Racecar」。	"4,4,4"	4.0
私はカフェでコーヒーを飲んでいます。	私はカフェでコーヒーを飲んでいます。	"4,4,3"	3.6666666666666665
とてもうれしいです<3	とてもうれしいです<3	"3,4,4"	3.6666666666666665
ちょと信じられなかった。	ちょと信じられなかった。	"3,2,2"	2.3333333333333335
(演じた)ドラマ、映画：サイゴン・ラブ・ストリー、ラブ・ストリー	(演じた)ドラマ、映画：サイゴン・ラブ・ストーリー、ラブ・ストリー	"3,4,2"	3.0
さんがくの　しゅくだいです。	さんがくのしゅくだい（宿題）です。	"4,4,2"	3.3333333333333335
「丽江」が大好きです（ごめんね日本語の「丽江」のひらがなは知らないよ）	「丽江」が大好きです（ごめんね日本語の「丽江」のひらがなは知らないよ）	"4,3,4"	3.6666666666666665
つまり、新たな判例をつくたことです。	つまり、新たなロクムをつくったことです。	"1,1,1"	1.0
私は日本語がへたです。	私は日本語がへたです。	"4,4,4"	4.0
これは私を大幸せにいました！	これは私を大幸せにしてくれました！	"4,4,3"	3.6666666666666665
住むところは違うけど人は人だ。	住むところは違うけど人は人だ。	"4,4,4"	4.0
皆さん、元気ですか？	皆さん、お元気ですか？	"4,4,4"	4.0
「これは白寿電位治療のおかげではないでしょうか？」	「これは白寿電位治療のおかげではないでしょうか？」	"4,4,3"	3.6666666666666665
でも、最近日本の女の子の間でとても人気がある「森ガール」というスタイルは私もすごく気に入っていました。	でも、最近日本の女の子の間でとても人気がある「森ガール」というスタイルは私もすごく気に入っていました。	"4,4,3"	3.6666666666666665
知ってるよ。	知ってるよ。	"4,4,4"	4.0
僕：昔はこう言うことを考えたことはありませんか？	僕：昔はこう言うことを考えたことはありませんか？	"3,4,3"	3.3333333333333335
新しい文法がぜんぜん分かりません！	新しい文法はぜんぜん分かりません！	"4,4,4"	4.0
明日、私はメッセージにがんばって答えてみます	明日、私はメッセージにがんばって答えます	"3,3,3"	3.0
社会人になりたくない原因が多いだ。	社会人になりたくない原因が多い。	"4,4,4"	4.0
先生：え、ええ、えええ、どうして？	先生：ええ、ええ、ええ、どうしてなの？	"4,4,2"	3.3333333333333335
＿＿＿＿＿＿＿＿＿＿＿＿	＿＿＿＿＿＿＿＿＿＿＿＿	"0,0,0"	0
シュフルツェネッガーとスタローンとどっちのほうが頭がいいですか？	ねじ釘とスプレーとどっちのほうが頭がいいですか？	"1,1,1"	1.0
そして、全ての中国人はお金のために生きています。	そして、全ての中国人はお金のために生きています。	"4,4,3"	3.6666666666666665
しかし、寝るならば、寝れない。	しかし、寝ていると、寝れない。	"1,3,2"	2.0
経済的に親から独立しているから、アルバイトをできるまで、奨学金に仰がなければならないんです。	経済的に親から独立しているから、アルバイトをできるまで、奨学金に頼らなければならないんです。	"4,4,4"	4.0
また手を伸ばして施耐庵からもらった牡丹の枝を手にとって見たら花がついてない、見間違って老眼を疑っているかのように目を揉んだあと、もう一度見ても花がついてない、鼻で嗅いでみたら信じがたくても枝であることを信じざるを得なかった「施耐庵よ、何で枝を花と見なしたの？」と不可解げに聞いた。	また手を伸ばして施耐庵からもらった牡丹の枝を手にとって見たら花がついてない、見間違って老眼を疑っているかのように目をこすっだあと、もう一度見ても花がついてない、鼻で嗅いでみたら信じがたくても枝であることを信じざるを得なかった「施耐庵よ、何で枝を花と見なしたの？」と不可解げに聞いた。	"4,2,2"	2.6666666666666665
科学者によると、水銀中毒は水俣病を引き起こした。	科学者によると、水銀中毒は水俣病を引き起こした。	"4,4,3"	3.6666666666666665
たくさん人があっカーしているですから。	たくさん人が観光しているからです。	"1,1,0"	1.0
みなさんは写真を見て！	みなさんは写真を見て！	"4,4,3"	3.6666666666666665
